Unnamed: 0,id,locality,postal_code,region,province,type_of_property,subtype_of_property,price,number_of_bedrooms,surface,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_surface,garden,garden_surface,land_surface,number_of_facades,swimming_pool,state_of_the_building
48626,10088304,Asse,1730,Flanders,Flemish Brabant,0,PENTHOUSE,398000.0,2.0,101.0,HYPER_EQUIPPED,1,0.0,0,1.0,30.0,1.0,,,3.0,,1
33157,10131730,Rijkevorsel,2310,Flanders,Antwerp,1,HOUSE,595000.0,4.0,245.0,NO_INFO,-1,0.0,1,,,1.0,,3445.0,,0.0,1
10988,10129593,Mouscron,7700,Wallonie,Hainaut,1,HOUSE,248000.0,3.0,165.0,INSTALLED,INSTALLED,0.0,0,,,,,0.0,2.0,,1
15494,10080565,Buissenal,7911,Wallonie,Hainaut,1,HOUSE,180000.0,4.0,275.0,INSTALLED,INSTALLED,,0,,,1.0,,1020.0,3.0,,0
6437,9914542,Uccle,1180,Brussels,Brussels,1,VILLA,1950000.0,9.0,700.0,USA_INSTALLED,USA_INSTALLED,,0,1.0,,,,1500.0,4.0,,1
53079,10135823,Tielt-Winge,3390,Flanders,Flemish Brabant,1,HOUSE,285000.0,3.0,200.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,,,1.0,,656.0,4.0,0.0,1
60098,10101581,Ninove,9400,Flanders,East Flanders,1,EXCEPTIONAL_PROPERTY,739000.0,5.0,321.0,INSTALLED,INSTALLED,,0,,,,,1260.0,4.0,0.0,1
34354,10096450,Onze-Lieve-Vrouw-Waver,2861,Flanders,Antwerp,1,HOUSE,595000.0,3.0,192.0,HYPER_EQUIPPED,1,,0,1.0,,,,421.0,,0.0,1
42385,10028103,Blankenberge,8370,Flanders,West Flanders,0,APARTMENT,357500.0,2.0,101.0,NO_INFO,-1,,0,1.0,,1.0,,,,0.0,1
8752,10113292,Uccle,1180,Brussels,Brussels,0,APARTMENT,285000.0,1.0,280.0,SEMI_EQUIPPED,SEMI_EQUIPPED,,0,1.0,24.0,1.0,200.0,,2.0,0.0,1
38402,10097739,Oostende,8400,Flanders,West Flanders,1,HOUSE,219000.0,3.0,145.0,INSTALLED,INSTALLED,0.0,0,1.0,,,,65.0,,0.0,1
47683,9680174,Borgloon,3840,Flanders,Limburg,0,APARTMENT,300150.0,2.0,115.0,INSTALLED,INSTALLED,0.0,0,1.0,51.0,,,,,,1
30511,9993901,Antwerpen,2050,Flanders,Antwerp,0,APARTMENT,229000.0,2.0,83.0,HYPER_EQUIPPED,1,,0,1.0,5.0,,,,2.0,0.0,1
60783,9988345,Wetteren,9230,Flanders,East Flanders,1,HOUSE,311280.0,3.0,110.0,INSTALLED,INSTALLED,0.0,0,1.0,25.0,1.0,200.0,305.0,,0.0,1
29546,10081796,Westmeerbeek (Hulshout),2235,Flanders,Antwerp,1,HOUSE,585000.0,5.0,295.0,NO_INFO,-1,0.0,0,,,,,1376.0,4.0,0.0,1
56630,10118703,Sint-Niklaas,9100,Flanders,East Flanders,1,HOUSE,599000.0,5.0,290.0,NO_INFO,-1,0.0,0,,,1.0,130.0,503.0,2.0,0.0,1
57019,10136134,Gent,9000,Flanders,East Flanders,1,HOUSE,250000.0,4.0,115.0,NO_INFO,-1,0.0,0,1.0,6.0,,,46.0,2.0,0.0,1
60077,10115578,SINT-MARIA-HOREBEKE,9667,Flanders,East Flanders,1,COUNTRY_COTTAGE,180000.0,2.0,100.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,,,,,380.0,,,1
30640,10123552,Oud-Turnhout,2360,Flanders,Antwerp,1,HOUSE,354824.0,3.0,124.0,NO_INFO,-1,0.0,0,1.0,,,,351.0,3.0,,1
3577,9896195,Florenville,6820,Wallonie,Luxembourg,1,HOUSE,95000.0,3.0,126.0,INSTALLED,INSTALLED,0.0,0,1.0,15.0,1.0,710.0,800.0,4.0,,0
25903,10016843,Tubize,1480,Wallonie,Walloon Brabant,1,HOUSE,425000.0,6.0,266.0,USA_HYPER_EQUIPPED,1,0.0,0,1.0,110.0,1.0,500.0,626.0,3.0,1.0,1
48395,10101062,Heusden-Zolder,3550,Flanders,Limburg,0,DUPLEX,235000.0,3.0,120.0,INSTALLED,INSTALLED,0.0,0,,,1.0,,,3.0,0.0,1
38562,10103436,Moorsele,8560,Flanders,West Flanders,1,VILLA,429000.0,5.0,262.0,NO_INFO,-1,,0,,,1.0,,1158.0,,0.0,1
26059,10084527,Waterloo,1410,Wallonie,Walloon Brabant,0,APARTMENT,299000.0,4.0,150.0,INSTALLED,INSTALLED,0.0,0,,,,,,4.0,,1
10560,9843419,Woluwe-Saint-Lambert,1200,Brussels,Brussels,1,HOUSE,675000.0,4.0,250.0,HYPER_EQUIPPED,1,0.0,0,1.0,30.0,1.0,210.0,350.0,2.0,0.0,1
9560,10125637,BRUXELLES,1000,Brussels,Brussels,0,APARTMENT,449000.0,2.0,112.0,USA_HYPER_EQUIPPED,1,0.0,0,1.0,4.0,,,,2.0,,1
39538,10058924,Oostende,8400,Flanders,West Flanders,0,APARTMENT,245000.0,2.0,62.0,NO_INFO,-1,1.0,0,,,,,,2.0,0.0,1
53075,10087618,Lubbeek,3210,Flanders,Flemish Brabant,1,COUNTRY_COTTAGE,437000.0,4.0,325.0,INSTALLED,INSTALLED,0.0,0,,,1.0,,2965.0,,0.0,1
14974,9581875,Mouscron,7700,Wallonie,Hainaut,1,HOUSE,75000.0,2.0,107.0,NOT_INSTALLED,NOT_INSTALLED,0.0,0,,,,,78.0,2.0,0.0,1
41562,9878158,Oostende,8400,Flanders,West Flanders,0,FLAT_STUDIO,177000.0,0.0,46.0,NO_INFO,-1,,0,1.0,5.0,,,,,0.0,1
7637,9984317,Forest,1190,Brussels,Brussels,1,HOUSE,870000.0,4.0,277.0,INSTALLED,INSTALLED,0.0,0,,,,,1555.0,2.0,,1
37650,9899606,Oostende,8400,Flanders,West Flanders,0,FLAT_STUDIO,195000.0,0.0,42.0,INSTALLED,INSTALLED,0.0,0,1.0,6.0,,,,4.0,0.0,1
40528,10014547,Harelbeke,8530,Flanders,West Flanders,0,APARTMENT,260000.0,2.0,95.0,NO_INFO,-1,,0,1.0,15.0,,,,,0.0,1
26645,10048814,Kapellen,2950,Flanders,Antwerp,1,HOUSE,499000.0,5.0,186.0,INSTALLED,INSTALLED,0.0,0,1.0,,1.0,,420.0,,0.0,1
25282,10129633,Lasne,1380,Wallonie,Walloon Brabant,1,VILLA,485000.0,3.0,155.0,INSTALLED,INSTALLED,0.0,0,1.0,44.0,1.0,280.0,608.0,4.0,,1
23445,9902647,Hermalle-sous-Argenteau,4681,Wallonie,Liège,1,HOUSE,299000.0,4.0,227.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,20.0,1.0,743.0,900.0,4.0,0.0,1
37399,10080037,Middelkerke,8430,Flanders,West Flanders,1,HOUSE,215000.0,2.0,80.0,NO_INFO,-1,1.0,0,1.0,,1.0,,213.0,,0.0,1
58285,10124774,Elversele (Temse),9140,Flanders,East Flanders,1,HOUSE,525000.0,1.0,315.0,NO_INFO,-1,0.0,0,1.0,15.0,,,177.0,4.0,0.0,1
43720,10093628,Marke,8510,Flanders,West Flanders,1,HOUSE,425000.0,3.0,233.0,INSTALLED,INSTALLED,0.0,0,1.0,30.0,,,660.0,4.0,0.0,1
8340,10126685,Ixelles,1050,Brussels,Brussels,1,MANSION,1960000.0,6.0,509.0,NO_INFO,-1,0.0,0,1.0,,1.0,,310.0,,0.0,1
24166,9998968,Jodoigne,1370,Wallonie,Walloon Brabant,1,HOUSE,179000.0,3.0,102.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,16.0,,,55.0,2.0,,1
44656,9699842,Blankenberge,8370,Flanders,West Flanders,0,APARTMENT,179900.0,2.0,66.0,INSTALLED,INSTALLED,0.0,0,,,,,,2.0,0.0,1
13091,9941179,Peruwelz,7600,Wallonie,Hainaut,1,CASTLE,1490000.0,10.0,1000.0,NO_INFO,-1,,0,,,,,22339.0,4.0,,0
57364,10099035,Aalst Hofstade,9308,Flanders,East Flanders,1,HOUSE,349000.0,4.0,191.0,HYPER_EQUIPPED,1,,0,1.0,,,,134.0,2.0,,1
50172,10142449,Heverlee,3001,Flanders,Flemish Brabant,0,FLAT_STUDIO,199900.0,0.0,36.0,INSTALLED,INSTALLED,0.0,0,,,,,,,,1
47962,10015294,Hasselt,3500,Flanders,Limburg,1,HOUSE,393998.0,3.0,169.0,HYPER_EQUIPPED,1,0.0,0,1.0,,,,154.0,2.0,0.0,1
31028,9887388,Nijlen,2560,Flanders,Antwerp,1,EXCEPTIONAL_PROPERTY,4695000.0,5.0,1350.0,INSTALLED,INSTALLED,,0,,,,,150000.0,4.0,,1
44847,9970413,Langemark-Poelkapelle,8920,Flanders,West Flanders,1,HOUSE,339000.0,3.0,110.0,INSTALLED,INSTALLED,0.0,0,1.0,,1.0,,221.0,2.0,0.0,1
23421,10029476,Buellingen,4760,Wallonie,Liège,1,HOUSE,179000.0,3.0,160.0,NO_INFO,-1,0.0,0,,,1.0,600.0,693.0,3.0,0.0,1
38509,9935109,Eernegem,8480,Flanders,West Flanders,1,HOUSE,219000.0,4.0,195.0,NO_INFO,-1,0.0,0,,,1.0,,340.0,2.0,0.0,1
29778,9950262,Mol,2400,Flanders,Antwerp,1,HOUSE,239900.0,2.0,88.0,NO_INFO,-1,,0,,,1.0,,236.0,,0.0,1
34672,10062674,Zoersel,2980,Flanders,Antwerp,1,HOUSE,295000.0,4.0,135.0,NO_INFO,-1,,0,,,,,690.0,,0.0,0
28795,10135598,Wechelderzande,2275,Flanders,Antwerp,1,HOUSE,695000.0,4.0,220.0,USA_HYPER_EQUIPPED,1,0.0,0,1.0,,1.0,,674.0,4.0,,1
18736,9865150,Seraing,4100,Wallonie,Liège,1,HOUSE,139000.0,2.0,234.0,NO_INFO,-1,,0,,,,,179.0,2.0,,1
21951,10109772,Welkenraedt,4840,Wallonie,Liège,1,HOUSE,419299.0,4.0,143.0,USA_HYPER_EQUIPPED,1,,0,1.0,51.0,,,367.0,3.0,,1
5960,9933248,Molenbeek-Saint-Jean,1080,Brussels,Brussels,1,HOUSE,375000.0,5.0,160.0,INSTALLED,INSTALLED,,0,1.0,,,,0.0,2.0,0.0,1
39931,9842763,Brugge,8000,Flanders,West Flanders,1,HOUSE,449000.0,4.0,168.0,INSTALLED,INSTALLED,0.0,1,1.0,,1.0,,99.0,2.0,0.0,1
42379,7858699,Tielt,8700,Flanders,West Flanders,0,APARTMENT,295000.0,2.0,80.0,INSTALLED,INSTALLED,,0,,,,,,,0.0,1
44797,9378009,Roeselare,8800,Flanders,West Flanders,0,APARTMENT,259000.0,2.0,99.0,NO_INFO,-1,0.0,0,1.0,11.0,,,,4.0,0.0,1
53451,9838829,Vilvoorde,1800,Flanders,Flemish Brabant,1,HOUSE,325000.0,4.0,200.0,NO_INFO,-1,,0,,,,,55.0,2.0,,1
57671,9948633,Knesselare,9910,Flanders,East Flanders,0,APARTMENT,332000.0,2.0,82.0,USA_INSTALLED,USA_INSTALLED,0.0,0,1.0,14.0,,,,4.0,,1
40653,10108148,Blankenberge,8370,Flanders,West Flanders,0,APARTMENT,349000.0,4.0,202.0,NO_INFO,-1,1.0,0,1.0,,,,,2.0,0.0,1
1061,10081900,Mariembourg,5660,Wallonie,Namur,1,HOUSE,150000.0,2.0,161.0,INSTALLED,INSTALLED,0.0,0,,,,,140.0,2.0,,1
61377,10132305,Kruibeke,9150,Flanders,East Flanders,0,APARTMENT,229000.0,2.0,111.0,NO_INFO,-1,0.0,0,,,1.0,75.0,,4.0,,1
61622,10039541,Ninove,9400,Flanders,East Flanders,1,HOUSE,325000.0,3.0,195.0,INSTALLED,INSTALLED,0.0,0,1.0,30.0,,,374.0,3.0,0.0,1
33595,9923882,TIELEN,2460,Flanders,Antwerp,1,HOUSE,349000.0,3.0,230.0,NO_INFO,-1,0.0,0,1.0,,,,230.0,2.0,,1
31351,10127392,Antwerpen,2660,Flanders,Antwerp,1,TOWN_HOUSE,335000.0,3.0,158.0,NO_INFO,-1,,0,,,1.0,140.0,260.0,2.0,0.0,1
36431,10072586,Waregem,8790,Flanders,West Flanders,0,SERVICE_FLAT,335000.0,1.0,79.0,NO_INFO,-1,0.0,0,1.0,42.0,,,,,0.0,1
7915,9985885,Jette,1090,Brussels,Brussels,0,APARTMENT,340000.0,3.0,122.0,HYPER_EQUIPPED,1,0.0,0,1.0,3.0,,,,4.0,0.0,1
47454,10071659,Peer,3990,Flanders,Limburg,1,HOUSE,302000.0,2.0,125.0,NO_INFO,-1,,0,1.0,15.0,,,165.0,3.0,,1
58764,9880294,Lede,9340,Flanders,East Flanders,1,HOUSE,319000.0,1.0,100.0,NO_INFO,-1,,0,1.0,,,,100.0,,0.0,1
32700,9946686,GOOREIND,2990,Flanders,Antwerp,1,HOUSE,295000.0,3.0,150.0,INSTALLED,INSTALLED,0.0,0,1.0,18.0,1.0,320.0,0.0,2.0,,1
9200,10119967,Jette,1090,Brussels,Brussels,0,APARTMENT,195000.0,1.0,75.0,NO_INFO,-1,0.0,0,1.0,3.0,,,,2.0,0.0,0
5410,10146678,Evere,1140,Brussels,Brussels,0,FLAT_STUDIO,135000.0,0.0,35.0,SEMI_EQUIPPED,SEMI_EQUIPPED,,0,,,,,,1.0,0.0,1
40799,10080131,Menen,8930,Flanders,West Flanders,1,BUNGALOW,225000.0,4.0,138.0,NO_INFO,-1,,0,,,,,716.0,,0.0,1
3450,10081941,Bastogne,6600,Wallonie,Luxembourg,0,APARTMENT,275000.0,2.0,89.0,NO_INFO,-1,0.0,0,1.0,,,,,2.0,0.0,1
46801,9945992,SINT-TRUIDEN,3800,Flanders,Limburg,0,APARTMENT,259000.0,2.0,87.0,INSTALLED,INSTALLED,0.0,0,,,,,,3.0,,1
45376,10130525,Brugge Zeebrugge,8380,Flanders,West Flanders,1,HOUSE,320000.0,3.0,127.0,HYPER_EQUIPPED,1,0.0,0,1.0,19.0,1.0,40.0,121.0,2.0,0.0,1
19268,9760220,Omal,4252,Wallonie,Liège,1,HOUSE,269000.0,3.0,160.0,NO_INFO,-1,0.0,0,1.0,34.0,,,324.0,4.0,,1
17989,9534554,Mouscron,7700,Wallonie,Hainaut,0,APARTMENT,164000.0,3.0,124.0,NO_INFO,-1,0.0,0,,,,,,,0.0,0
8262,9569543,Schaerbeek,1030,Brussels,Brussels,1,HOUSE,890000.0,4.0,350.0,USA_HYPER_EQUIPPED,1,0.0,0,1.0,9.0,1.0,58.0,171.0,2.0,0.0,1
59062,9043263,Zottegem,9620,Flanders,East Flanders,1,HOUSE,200000.0,1.0,55.0,INSTALLED,INSTALLED,,0,1.0,4.0,,,62.0,,0.0,1
27173,10109477,Rijkevorsel,2310,Flanders,Antwerp,1,HOUSE,519000.0,3.0,304.0,NO_INFO,-1,,0,,,,,2112.0,4.0,,1
46017,8775148,Hechtel,3940,Flanders,Limburg,0,SERVICE_FLAT,180300.0,1.0,65.0,INSTALLED,INSTALLED,0.0,0,1.0,6.0,,,,,0.0,1
52434,10116180,Linkebeek,1630,Flanders,Flemish Brabant,0,FLAT_STUDIO,132000.0,0.0,40.0,NO_INFO,-1,0.0,0,1.0,8.0,,,,,,1
33851,9940329,Antwerp 1,2018,Flanders,Antwerp,0,APARTMENT,280000.0,2.0,76.0,INSTALLED,INSTALLED,,0,,,,,,,,1
52867,10068444,Rotselaar,3110,Flanders,Flemish Brabant,1,VILLA,595000.0,3.0,226.0,INSTALLED,INSTALLED,,1,1.0,50.0,,,1265.0,4.0,,1
54064,9892172,Gavere,9890,Flanders,East Flanders,0,APARTMENT,305000.0,2.0,97.0,NO_INFO,-1,0.0,0,,,,,,2.0,0.0,1
2855,10065868,Wellin,6920,Wallonie,Luxembourg,0,APARTMENT,165000.0,1.0,67.0,INSTALLED,INSTALLED,,0,1.0,,,,,,,1
29203,10148074,Hoboken,2660,Flanders,Antwerp,1,HOUSE,499000.0,8.0,293.0,INSTALLED,INSTALLED,0.0,0,,,1.0,237.0,435.0,2.0,,1
8685,10036939,Watermael-Boitsfort,1170,Brussels,Brussels,1,HOUSE,550000.0,3.0,142.0,INSTALLED,INSTALLED,0.0,0,,,,,0.0,,,1
36257,9532806,Houthulst,8650,Flanders,West Flanders,0,APARTMENT,269500.0,2.0,104.0,INSTALLED,INSTALLED,0.0,0,,,1.0,13.0,,2.0,0.0,1
59040,10109149,Sint-Laureins,9980,Flanders,East Flanders,1,HOUSE,185000.0,3.0,173.0,INSTALLED,INSTALLED,,0,,,1.0,310.0,500.0,,0.0,1
9938,9970930,Woluwe-Saint-Pierre,1150,Brussels,Brussels,1,HOUSE,795000.0,4.0,240.0,INSTALLED,INSTALLED,0.0,0,1.0,,1.0,147.0,265.0,2.0,0.0,1
53500,10009695,Korbeek-Lo,3360,Flanders,Flemish Brabant,0,DUPLEX,375000.0,2.0,111.0,NO_INFO,-1,,0,1.0,,1.0,,,,0.0,1
51741,9859452,Rhode-Saint-Genese,1640,Flanders,Flemish Brabant,1,VILLA,975000.0,5.0,320.0,INSTALLED,INSTALLED,0.0,0,1.0,90.0,1.0,1000.0,1500.0,4.0,1.0,1
17288,9988815,Charleroi,6000,Wallonie,Hainaut,1,MIXED_USE_BUILDING,177000.0,2.0,150.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,,,,250.0,3.0,0.0,1
46329,10015657,Heusden-Zolder,3550,Flanders,Limburg,1,VILLA,590000.0,3.0,228.0,NO_INFO,-1,0.0,0,,,1.0,2522.0,2640.0,4.0,0.0,1
30939,10131520,Antwerp,2000,Flanders,Antwerp,0,APARTMENT,949000.0,3.0,325.0,INSTALLED,INSTALLED,0.0,0,1.0,200.0,,,,3.0,0.0,1
19564,10014801,Liege,4031,Wallonie,Liège,1,VILLA,249000.0,2.0,150.0,SEMI_EQUIPPED,SEMI_EQUIPPED,,0,1.0,10.0,,,1765.0,4.0,0.0,0
28664,10121392,Antwerp,2000,Flanders,Antwerp,0,APARTMENT,395000.0,3.0,127.0,HYPER_EQUIPPED,1,,0,1.0,7.0,,,,2.0,,1
58030,10018237,Gent,9000,Flanders,East Flanders,1,HOUSE,325000.0,2.0,100.0,NO_INFO,-1,0.0,0,,,,,0.0,3.0,0.0,1
20414,10138939,Herve,4650,Wallonie,Liège,1,HOUSE,325000.0,4.0,188.0,INSTALLED,INSTALLED,,0,1.0,1.0,1.0,50.0,0.0,2.0,0.0,1
29862,9639405,Bornem,2880,Flanders,Antwerp,1,HOUSE,885000.0,4.0,300.0,INSTALLED,INSTALLED,,0,1.0,18.0,,,7845.0,4.0,,1
35455,10145144,Merksem,2170,Flanders,Antwerp,0,APARTMENT,225000.0,2.0,90.0,USA_INSTALLED,USA_INSTALLED,0.0,0,1.0,,,,,2.0,,1
24255,10083634,Genappe,1470,Wallonie,Walloon Brabant,0,GROUND_FLOOR,345000.0,2.0,126.0,HYPER_EQUIPPED,1,0.0,0,,,,,,,0.0,1
18281,10006411,Ath,7800,Wallonie,Hainaut,1,HOUSE,190000.0,2.0,183.0,INSTALLED,INSTALLED,,0,,,1.0,450.0,0.0,3.0,0.0,1
43886,9882333,Blankenberge,8370,Flanders,West Flanders,0,APARTMENT,383750.0,2.0,106.0,NO_INFO,-1,,0,1.0,,1.0,,,,0.0,1
54941,9436681,Gent,9000,Flanders,East Flanders,0,SERVICE_FLAT,269500.0,1.0,82.0,INSTALLED,INSTALLED,0.0,0,1.0,13.0,,,,2.0,,1
47132,9959133,Genk,3600,Flanders,Limburg,0,APARTMENT,279000.0,2.0,101.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,,,,,2.0,,1
35476,10126490,Bornem,2880,Flanders,Antwerp,1,HOUSE,260000.0,2.0,95.0,INSTALLED,INSTALLED,0.0,0,,,1.0,105.0,175.0,2.0,0.0,1
30398,9998698,Antwerpen,2100,Flanders,Antwerp,0,APARTMENT,294500.0,3.0,98.0,HYPER_EQUIPPED,1,,0,,,,,,2.0,0.0,1
55136,9904934,Stekene,9190,Flanders,East Flanders,1,HOUSE,575000.0,6.0,482.0,INSTALLED,INSTALLED,0.0,0,,,,,994.0,3.0,,1
46130,10014127,Gingelom,3890,Flanders,Limburg,1,HOUSE,179000.0,3.0,138.0,INSTALLED,INSTALLED,1.0,0,1.0,46.0,1.0,137.0,291.0,2.0,0.0,1
18346,10019167,Seraing,4102,Wallonie,Liège,1,HOUSE,169000.0,2.0,115.0,INSTALLED,INSTALLED,,0,1.0,20.0,1.0,350.0,450.0,2.0,0.0,1
34492,10141958,Turnhout,2300,Flanders,Antwerp,0,APARTMENT,312475.0,2.0,117.0,INSTALLED,INSTALLED,0.0,0,1.0,17.0,,,,2.0,,1
42634,8932688,Middelkerke,8430,Flanders,West Flanders,0,APARTMENT,425000.0,2.0,98.0,INSTALLED,INSTALLED,0.0,0,1.0,10.0,,,,,,1
51798,9266376,Zaventem,1933,Flanders,Flemish Brabant,0,DUPLEX,374000.0,2.0,92.0,USA_HYPER_EQUIPPED,1,0.0,0,1.0,10.0,,,,2.0,0.0,1
36928,9934488,Zwevegem,8550,Flanders,West Flanders,1,HOUSE,175000.0,0.0,223.0,NO_INFO,-1,0.0,0,1.0,,,,273.0,2.0,0.0,0
13094,10103941,La Bouverie,7080,Wallonie,Hainaut,1,HOUSE,280000.0,3.0,230.0,NO_INFO,-1,0.0,0,1.0,20.0,1.0,140.0,234.0,3.0,,1
16968,9971286,Mons,7000,Wallonie,Hainaut,1,HOUSE,159000.0,2.0,89.0,INSTALLED,INSTALLED,0.0,0,1.0,12.0,,,100.0,2.0,0.0,1
26602,10128271,Ekeren,2180,Flanders,Antwerp,1,HOUSE,259000.0,2.0,83.0,NO_INFO,-1,,0,1.0,45.0,1.0,70.0,197.0,2.0,,1
11778,9516841,Tournai,7500,Wallonie,Hainaut,0,APARTMENT,390000.0,2.0,154.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,15.0,,,,,,1
23236,10038246,Liège,4000,Wallonie,Liège,1,HOUSE,265000.0,4.0,200.0,NO_INFO,-1,,0,1.0,,1.0,1.0,0.0,2.0,0.0,1
53161,10144660,Drogenbos,1620,Flanders,Flemish Brabant,0,APARTMENT,695000.0,4.0,378.0,INSTALLED,INSTALLED,0.0,0,1.0,94.0,,,,2.0,,1
25183,10113104,Chastre-Villeroux-Blanmont,1450,Wallonie,Walloon Brabant,1,HOUSE,420000.0,4.0,230.0,HYPER_EQUIPPED,1,0.0,0,1.0,26.0,1.0,800.0,911.0,4.0,0.0,1
43630,10011120,Poperinge,8978,Flanders,West Flanders,1,HOUSE,298000.0,3.0,160.0,NO_INFO,-1,,0,1.0,24.0,1.0,200.0,350.0,3.0,0.0,1
13929,10078214,Charleroi Marcinelle,6001,Wallonie,Hainaut,1,HOUSE,595000.0,5.0,340.0,USA_HYPER_EQUIPPED,1,,0,1.0,,,,63.0,4.0,,1
38871,9443486,Knokke-Heist,8300,Flanders,West Flanders,1,HOUSE,975000.0,6.0,215.0,SEMI_EQUIPPED,SEMI_EQUIPPED,,0,,,,,249.0,4.0,0.0,0
22175,9936906,Seraing,4100,Wallonie,Liège,1,HOUSE,169900.0,3.0,189.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,20.0,1.0,25.0,105.0,2.0,,1
9064,10109667,Ixelles,1050,Brussels,Brussels,0,APARTMENT,295000.0,2.0,80.0,INSTALLED,INSTALLED,0.0,0,1.0,7.0,,,,2.0,0.0,0
21103,10087854,LIEGE (Wandre),4020,Wallonie,Liège,1,HOUSE,95000.0,3.0,164.0,NOT_INSTALLED,NOT_INSTALLED,,0,,,,,120.0,3.0,,0
52077,10120157,Zemst,1980,Flanders,Flemish Brabant,1,HOUSE,619000.0,3.0,247.0,INSTALLED,INSTALLED,0.0,0,1.0,35.0,,,740.0,4.0,,1
878,10125164,Floreffe,5150,Wallonie,Namur,0,APARTMENT,275000.0,2.0,91.0,INSTALLED,INSTALLED,0.0,0,1.0,22.0,,,,2.0,,1
1165,9366723,Couvin,5660,Wallonie,Namur,1,HOUSE,55000.0,3.0,60.0,NO_INFO,-1,0.0,0,,,,,0.0,3.0,,1
52821,9976808,Wemmel,1780,Flanders,Flemish Brabant,1,HOUSE,439000.0,3.0,161.0,INSTALLED,INSTALLED,0.0,0,1.0,28.0,,,91.0,2.0,,1
56368,10124759,Zulte,9870,Flanders,East Flanders,1,HOUSE,380000.0,4.0,265.0,NO_INFO,-1,0.0,0,,,,,550.0,4.0,0.0,1
34312,10054895,Antwerpen,2018,Flanders,Antwerp,0,KOT,119800.0,1.0,20.0,INSTALLED,INSTALLED,1.0,0,1.0,4.0,,,,2.0,0.0,1
43094,10119979,Oostende,8400,Flanders,West Flanders,0,APARTMENT,549000.0,3.0,152.0,NO_INFO,-1,,0,1.0,15.0,,,,,0.0,1
18543,10102874,Alleur,4432,Wallonie,Liège,0,PENTHOUSE,435000.0,2.0,122.0,NO_INFO,-1,,0,1.0,60.0,,,,,0.0,1
49527,10072071,Zellik,1731,Flanders,Flemish Brabant,1,HOUSE,469000.0,4.0,201.0,INSTALLED,INSTALLED,,0,1.0,,,,444.0,4.0,,1
8774,10145952,Ixelles,1050,Brussels,Brussels,0,TRIPLEX,2490000.0,5.0,560.0,HYPER_EQUIPPED,1,,1,1.0,,,,,2.0,,1
24616,9974664,Sart-Dames-Avelines,1495,Wallonie,Walloon Brabant,1,VILLA,695000.0,4.0,450.0,USA_INSTALLED,USA_INSTALLED,0.0,0,,,1.0,1300.0,2463.0,4.0,0.0,1
43771,9938492,Sijsele,8340,Flanders,West Flanders,1,HOUSE,360000.0,4.0,212.0,NO_INFO,-1,,0,1.0,,,,965.0,,0.0,1
43240,10081238,De Panne,8660,Flanders,West Flanders,1,HOUSE,179000.0,4.0,150.0,NO_INFO,-1,,0,,,,,120.0,,0.0,0
23491,10028279,Liège Grivegnée,4030,Wallonie,Liège,1,HOUSE,249000.0,3.0,150.0,INSTALLED,INSTALLED,0.0,0,1.0,20.0,1.0,125.0,239.0,3.0,0.0,1
46762,10110588,Hasselt,3500,Flanders,Limburg,1,MIXED_USE_BUILDING,395000.0,6.0,325.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,,,,,200.0,2.0,,1
47498,10134655,Tongeren,3700,Flanders,Limburg,0,APARTMENT,153000.0,2.0,95.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,,,,,,2.0,,1
24376,10117456,Jodoigne,1370,Wallonie,Walloon Brabant,1,HOUSE,175000.0,1.0,75.0,NO_INFO,-1,,0,,,,,0.0,2.0,0.0,1
56920,10002649,Gavere,9890,Flanders,East Flanders,0,APARTMENT,254000.0,1.0,76.0,NO_INFO,-1,0.0,0,,,,,,2.0,0.0,1
60780,9946398,Aalst,9300,Flanders,East Flanders,0,DUPLEX,179000.0,2.0,85.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,,,,,,2.0,,1
41525,10076595,Koekelare,8680,Flanders,West Flanders,1,HOUSE,332000.0,3.0,174.0,NO_INFO,-1,0.0,0,,,,,266.0,3.0,0.0,1
4968,9937618,Neder-over-Heembeek,1120,Brussels,Brussels,0,APARTMENT,280000.0,2.0,105.0,INSTALLED,INSTALLED,0.0,0,1.0,2.0,,,,3.0,,1
16963,10048986,Courcelles,6182,Wallonie,Hainaut,1,MIXED_USE_BUILDING,195000.0,0.0,530.0,NO_INFO,-1,,0,,,,,363.0,2.0,,0
51388,10148932,Meise,1861,Flanders,Flemish Brabant,1,HOUSE,369000.0,4.0,169.0,SEMI_EQUIPPED,SEMI_EQUIPPED,0.0,0,1.0,,1.0,,183.0,3.0,,1
